Amplitude ( ADC Kanal) -  (Histogram)	Counts -  (Histogram)
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	1
334	1
335	1
336	1
337	1
338	1
339	1
340	1
341	1
342	0
343	1
344	1
345	1
346	1
347	2
348	1
349	1
350	1
351	2
352	2
353	2
354	2
355	2
356	1
357	1
358	2
359	1
360	2
361	3
362	2
363	2
364	2
365	1
366	1
367	2
368	2
369	3
370	3
371	3
372	2
373	2
374	3
375	3
376	3
377	3
378	3
379	4
380	5
381	4
382	4
383	5
384	5
385	4
386	4
387	5
388	5
389	5
390	5
391	6
392	5
393	5
394	5
395	7
396	6
397	6
398	7
399	9
400	9
401	10
402	9
403	9
404	9
405	9
406	9
407	11
408	10
409	9
410	9
411	9
412	9
413	9
414	10
415	11
416	11
417	12
418	12
419	11
420	12
421	14
422	14
423	16
424	16
425	16
426	16
427	16
428	16
429	16
430	16
431	15
432	15
433	15
434	14
435	13
436	13
437	13
438	14
439	14
440	15
441	16
442	17
443	16
444	16
445	17
446	17
447	16
448	14
449	14
450	13
451	13
452	15
453	16
454	15
455	16
456	16
457	13
458	13
459	13
460	11
461	8
462	8
463	6
464	6
465	7
466	8
467	9
468	10
469	9
470	8
471	8
472	7
473	7
474	7
475	8
476	8
477	8
478	7
479	6
480	4
481	4
482	4
483	5
484	5
485	5
486	6
487	5
488	4
489	5
490	5
491	4
492	4
493	4
494	4
495	4
496	4
497	4
498	4
499	4
500	4
501	4
502	4
503	5
504	5
505	5
506	5
507	4
508	4
509	3
510	3
511	2
512	3
513	4
514	4
515	4
516	3
517	3
518	2
519	3
520	3
521	3
522	3
523	3
524	2
525	2
526	2
527	2
528	3
529	3
530	3
531	4
532	3
533	3
534	3
535	4
536	3
537	3
538	3
539	4
540	3
541	2
542	2
543	2
544	1
545	2
546	2
547	2
548	3
549	4
550	4
551	4
552	4
553	2
554	1
555	2
556	3
557	3
558	3
559	4
560	2
561	2
562	2
563	3
564	3
565	3
566	2
567	2
568	2
569	2
570	2
571	2
572	2
573	2
574	3
575	3
576	3
577	4
578	4
579	3
580	3
581	3
582	3
583	3
584	3
585	3
586	4
587	3
588	2
589	3
590	3
591	3
592	3
593	3
594	3
595	2
596	2
597	2
598	3
599	3
600	4
601	4
602	5
603	5
604	5
605	3
606	3
607	2
608	2
609	2
610	2
611	1
612	2
613	2
614	2
615	2
616	3
617	3
618	2
619	2
620	2
621	2
622	2
623	2
624	2
625	2
626	3
627	2
628	3
629	2
630	2
631	2
632	2
633	2
634	2
635	3
636	2
637	2
638	2
639	1
640	1
641	1
642	1
643	1
644	2
645	2
646	2
647	3
648	2
649	3
650	2
651	2
652	1
653	1
654	1
655	1
656	2
657	3
658	2
659	3
660	3
661	3
662	2
663	2
664	3
665	2
666	2
667	2
668	2
669	1
670	2
671	2
672	1
673	2
674	2
675	2
676	2
677	2
678	2
679	2
680	2
681	2
682	2
683	2
684	1
685	1
686	1
687	1
688	2
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	1
697	2
698	1
699	1
700	1
701	1
702	1
703	1
704	1
705	2
706	2
707	2
708	2
709	2
710	1
711	1
712	1
713	1
714	1
715	1
716	1
717	2
718	2
719	2
720	2
721	2
722	2
723	2
724	2
725	2
726	2
727	2
728	1
729	1
730	0
731	1
732	1
733	1
734	1
735	1
736	1
737	2
738	1
739	1
740	1
741	2
742	1
743	2
744	2
745	1
746	1
747	1
748	0
749	1
750	1
751	1
752	1
753	1
754	1
755	1
756	1
757	2
758	2
759	1
760	1
761	1
762	1
763	1
764	1
765	1
766	1
767	1
768	1
769	1
770	1
771	1
772	1
773	1
774	1
775	1
776	1
777	1
778	1
779	1
780	1
781	1
782	1
783	1
784	1
785	1
786	1
787	1
788	1
789	1
790	1
791	1
792	1
793	1
794	2
795	2
796	2
797	2
798	2
799	1
800	1
801	1
802	2
803	2
804	1
805	2
806	2
807	2
808	2
809	2
810	2
811	2
812	1
813	1
814	1
815	1
816	1
817	1
818	1
819	2
820	1
821	1
822	1
823	1
824	1
825	1
826	1
827	1
828	2
829	1
830	2
831	2
832	2
833	1
834	1
835	1
836	1
837	1
838	1
839	1
840	1
841	2
842	2
843	2
844	1
845	1
846	1
847	1
848	1
849	1
850	1
851	1
852	1
853	1
854	1
855	1
856	1
857	1
858	1
859	1
860	1
861	1
862	1
863	1
864	2
865	2
866	2
867	2
868	2
869	2
870	2
871	2
872	3
873	3
874	2
875	2
876	2
877	2
878	1
879	1
880	1
881	0
882	0
883	1
884	1
885	1
886	1
887	1
888	1
889	1
890	1
891	1
892	1
893	1
894	1
895	1
896	1
897	1
898	1
899	2
900	2
901	2
902	2
903	1
904	1
905	1
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	1
914	1
915	1
916	1
917	2
918	1
919	1
920	1
921	1
922	1
923	1
924	1
925	1
926	1
927	1
928	1
929	1
930	2
931	2
932	2
933	2
934	2
935	2
936	2
937	1
938	1
939	2
940	2
941	2
942	2
943	2
944	1
945	1
946	0
947	1
948	1
949	1
950	1
951	2
952	1
953	1
954	1
955	2
956	1
957	2
958	2
959	2
960	1
961	2
962	1
963	1
964	0
965	1
966	1
967	1
968	1
969	2
970	2
971	1
972	1
973	1
974	1
975	1
976	1
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	1
986	1
987	1
988	1
989	1
990	2
991	2
992	1
993	1
994	1
995	1
996	1
997	1
998	1
999	1
1000	1
1001	0
1002	0
1003	0
1004	1
1005	1
1006	1
1007	1
1008	1
1009	0
1010	1
1011	1
1012	2
1013	2
1014	2
1015	2
1016	2
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1
1023	1
1024	1
1025	1
1026	1
1027	1
1028	1
1029	1
1030	2
1031	1
1032	1
1033	1
1034	1
1035	1
1036	2
1037	2
1038	2
1039	1
1040	1
1041	1
1042	1
1043	1
1044	1
1045	1
1046	1
1047	1
1048	1
1049	2
1050	2
1051	1
1052	1
1053	2
1054	1
1055	2
1056	3
1057	3
1058	2
1059	2
1060	2
1061	1
1062	1
1063	1
1064	1
1065	1
1066	1
1067	1
1068	1
1069	1
1070	1
1071	0
1072	1
1073	1
1074	1
1075	2
1076	2
1077	3
1078	2
1079	1
1080	1
1081	1
1082	0
1083	0
1084	1
1085	1
1086	1
1087	1
1088	1
1089	0
1090	1
1091	1
1092	1
1093	1
1094	1
1095	1
1096	0
1097	0
1098	1
1099	1
1100	1
1101	2
1102	2
1103	2
1104	1
1105	1
1106	1
1107	1
1108	1
1109	1
1110	1
1111	1
1112	1
1113	1
1114	1
1115	1
1116	1
1117	1
1118	1
1119	1
1120	1
1121	1
1122	2
1123	2
1124	2
1125	2
1126	2
1127	2
1128	1
1129	1
1130	1
1131	1
1132	1
1133	1
1134	1
1135	1
1136	0
1137	0
1138	0
1139	1
1140	1
1141	1
1142	1
1143	1
1144	1
1145	1
1146	1
1147	1
1148	1
1149	1
1150	1
1151	1
1152	1
1153	1
1154	1
1155	1
1156	1
1157	1
1158	1
1159	1
1160	1
1161	1
1162	1
1163	1
1164	0
1165	1
1166	1
1167	1
1168	1
1169	1
1170	2
1171	2
1172	1
1173	1
1174	1
1175	1
1176	1
1177	1
1178	0
1179	1
1180	0
1181	1
1182	1
1183	2
1184	2
1185	2
1186	2
1187	2
1188	1
1189	1
1190	1
1191	1
1192	1
1193	1
1194	1
1195	1
1196	1
1197	1
1198	1
1199	1
1200	1
1201	1
1202	0
1203	0
1204	0
1205	1
1206	1
1207	1
1208	1
1209	1
1210	1
1211	1
1212	1
1213	1
1214	1
1215	1
1216	1
