Amplitude ( ADC Kanal) -  (Histogram)	Counts -  (Histogram)
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	1
337	2
338	2
339	4
340	5
341	5
342	6
343	6
344	6
345	6
346	6
347	4
348	5
349	4
350	4
351	5
352	6
353	6
354	9
355	10
356	11
357	10
358	9
359	8
360	8
361	9
362	10
363	12
364	13
365	12
366	13
367	13
368	12
369	12
370	12
371	12
372	13
373	14
374	15
375	17
376	18
377	19
378	20
379	18
380	20
381	21
382	21
383	19
384	20
385	18
386	17
387	16
388	17
389	18
390	17
391	17
392	21
393	24
394	25
395	27
396	27
397	27
398	26
399	26
400	26
401	27
402	24
403	22
404	21
405	23
406	22
407	23
408	21
409	22
410	20
411	19
412	19
413	20
414	19
415	18
416	18
417	17
418	16
419	15
420	16
421	17
422	17
423	19
424	19
425	20
426	18
427	15
428	14
429	13
430	12
431	13
432	16
433	16
434	16
435	16
436	15
437	12
438	11
439	12
440	12
441	11
442	11
443	11
444	9
445	8
446	8
447	8
448	8
449	11
450	11
451	11
452	11
453	10
454	7
455	7
456	8
457	7
458	7
459	8
460	7
461	5
462	5
463	6
464	6
465	6
466	8
467	8
468	7
469	7
470	8
471	7
472	6
473	6
474	5
475	6
476	6
477	6
478	6
479	6
480	5
481	5
482	5
483	5
484	5
485	6
486	5
487	5
488	5
489	5
490	5
491	5
492	5
493	5
494	6
495	5
496	4
497	4
498	3
499	3
500	3
501	3
502	3
503	4
504	3
505	3
506	3
507	3
508	3
509	3
510	3
511	3
512	5
513	5
514	4
515	5
516	4
517	3
518	3
519	4
520	4
521	4
522	4
523	4
524	4
525	3
526	4
527	3
528	3
529	3
530	3
531	2
532	3
533	2
534	2
535	2
536	2
537	2
538	2
539	2
540	2
541	2
542	3
543	3
544	3
545	4
546	4
547	4
548	5
549	4
550	4
551	3
552	3
553	2
554	3
555	4
556	5
557	4
558	4
559	3
560	3
561	2
562	3
563	3
564	3
565	3
566	3
567	3
568	3
569	3
570	3
571	3
572	3
573	3
574	3
575	4
576	4
577	4
578	4
579	4
580	3
581	3
582	2
583	2
584	2
585	2
586	2
587	2
588	3
589	2
590	2
591	2
592	2
593	1
594	2
595	2
596	3
597	3
598	3
599	4
600	3
601	3
602	3
603	4
604	3
605	3
606	2
607	2
608	1
609	2
610	2
611	1
612	1
613	2
614	2
615	2
616	2
617	3
618	3
619	3
620	4
621	4
622	4
623	3
624	4
625	3
626	3
627	3
628	4
629	4
630	4
631	4
632	4
633	3
634	4
635	4
636	4
637	4
638	4
639	3
640	4
641	4
642	4
643	3
644	4
645	3
646	3
647	3
648	3
649	3
650	3
651	3
652	3
653	3
654	3
655	3
656	3
657	3
658	3
659	3
660	3
661	3
662	2
663	3
664	2
665	2
666	3
667	2
668	2
669	3
670	4
671	3
672	4
673	4
674	4
675	4
676	4
677	3
678	2
679	2
680	1
681	2
682	2
683	2
684	1
685	1
686	1
687	1
688	1
689	2
690	2
691	2
692	2
693	3
694	2
695	2
696	1
697	1
698	1
699	1
700	1
701	1
702	2
703	3
704	3
705	2
706	2
707	2
708	2
709	2
710	2
711	3
712	2
713	2
714	3
715	3
716	3
717	3
718	2
719	2
720	2
721	1
722	1
723	1
724	1
725	1
726	1
727	1
728	1
729	1
730	1
731	2
732	2
733	2
734	3
735	4
736	3
737	3
738	3
739	3
740	2
741	2
742	2
743	2
744	1
745	2
746	1
747	1
748	2
749	2
750	2
751	3
752	3
753	3
754	2
755	2
756	1
757	2
758	1
759	1
760	1
761	1
762	1
763	1
764	1
765	2
766	2
767	2
768	2
769	2
770	1
771	1
772	1
773	1
774	1
775	1
776	2
777	2
778	1
779	1
780	1
781	1
782	1
783	1
784	2
785	2
786	2
787	2
788	2
789	1
790	2
791	1
792	2
793	2
794	2
795	2
796	2
797	2
798	2
799	1
800	1
801	1
802	2
803	2
804	1
805	2
806	1
807	1
808	2
809	2
810	2
811	2
812	3
813	2
814	2
815	2
816	2
817	2
818	2
819	2
820	1
821	1
822	1
823	1
824	2
825	2
826	2
827	2
828	2
829	2
830	2
831	1
832	1
833	1
834	1
835	1
836	1
837	1
838	0
839	1
840	1
841	1
842	2
843	2
844	2
845	2
846	1
847	1
848	1
849	1
850	1
851	1
852	1
853	2
854	2
855	2
856	1
857	1
858	1
859	1
860	1
861	1
862	1
863	1
864	1
865	1
866	2
867	2
868	2
869	2
870	3
871	2
872	2
873	2
874	2
875	2
876	2
877	2
878	3
879	3
880	2
881	3
882	2
883	2
884	2
885	2
886	2
887	2
888	2
889	2
890	2
891	2
892	2
893	2
894	1
895	1
896	1
897	1
898	1
899	1
900	1
901	1
902	2
903	2
904	2
905	3
906	2
907	2
908	2
909	3
910	3
911	3
912	3
913	3
914	2
915	2
916	2
917	2
918	2
919	2
920	2
921	2
922	2
923	2
924	2
925	2
926	2
927	2
928	1
929	1
930	1
931	1
932	1
933	1
934	2
935	2
936	2
937	2
938	1
939	1
940	1
941	1
942	1
943	2
944	2
945	2
946	2
947	2
948	2
949	2
950	1
951	1
952	1
953	1
954	2
955	3
956	3
957	4
958	3
959	3
960	2
961	1
962	1
963	2
964	1
965	1
966	1
967	1
968	1
969	1
970	1
971	2
972	1
973	1
974	1
975	2
976	2
977	2
978	3
979	2
980	2
981	1
982	1
983	1
984	1
985	2
986	2
987	2
988	2
989	2
990	2
991	1
992	1
993	1
994	1
995	2
996	2
997	3
998	3
999	3
1000	2
1001	1
1002	1
1003	1
1004	1
1005	1
1006	1
1007	1
1008	1
1009	1
1010	1
1011	1
1012	1
1013	1
1014	1
1015	1
1016	1
1017	1
1018	1
1019	1
1020	1
1021	2
1022	2
1023	2
1024	2
1025	1
1026	1
1027	1
1028	1
1029	1
1030	1
1031	1
1032	1
1033	1
1034	1
1035	1
1036	1
1037	1
1038	1
1039	1
1040	2
1041	2
1042	2
1043	2
1044	2
1045	1
1046	1
1047	1
1048	1
1049	1
1050	1
1051	1
1052	1
1053	2
1054	2
1055	2
1056	2
1057	2
1058	1
1059	1
1060	1
1061	1
1062	1
1063	2
1064	1
1065	2
1066	1
1067	1
1068	1
1069	1
1070	1
1071	1
1072	1
1073	2
1074	2
1075	2
1076	2
1077	2
1078	1
1079	1
1080	1
1081	1
1082	1
1083	1
1084	1
1085	1
1086	2
1087	2
1088	2
1089	2
1090	1
1091	1
1092	1
1093	2
1094	2
1095	2
1096	2
1097	2
1098	1
1099	1
1100	1
1101	0
1102	0
1103	1
1104	1
1105	1
1106	1
1107	1
1108	1
1109	1
1110	1
1111	1
1112	2
1113	1
1114	1
1115	1
1116	1
1117	1
1118	1
1119	1
1120	2
1121	2
1122	2
1123	2
1124	2
1125	2
1126	2
1127	3
1128	3
1129	3
1130	3
1131	3
1132	2
1133	2
1134	2
1135	2
1136	2
1137	2
1138	2
1139	2
1140	2
1141	3
1142	2
1143	2
1144	2
1145	2
1146	2
1147	2
1148	2
1149	2
1150	2
1151	2
1152	2
1153	2
1154	2
1155	2
1156	1
1157	1
1158	2
1159	1
1160	2
1161	2
1162	2
1163	2
1164	2
1165	2
1166	2
1167	1
1168	1
1169	1
1170	1
1171	1
1172	2
1173	2
1174	3
1175	3
1176	2
1177	2
1178	2
1179	1
1180	2
1181	2
1182	2
1183	2
1184	2
1185	2
1186	2
1187	2
1188	2
1189	1
1190	1
1191	1
1192	0
1193	1
1194	1
1195	1
1196	1
1197	2
1198	2
1199	2
1200	2
1201	2
1202	1
1203	1
1204	1
1205	1
1206	1
1207	1
1208	1
1209	1
1210	2
1211	2
1212	2
1213	2
1214	2
1215	2
1216	2
